$ Get data for 985:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:37:23 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA985           Sourdough Gulch
WA985       0104  12     57.00
WA985       0104  13     54.00
WA985       0104  14     56.00
WA985       0104  15     47.00
WA985       0104  16     45.00
WA985       0104  17     46.00
WA985       0104  18     36.00
WA985       0104  19     44.00
WA985       0104  20     38.00
WA985       0104  21     33.00
WA985       0104  22     44.00
WA985       0104  23     39.00
WA985       0104  24     39.00
WA985       0104  25     33.00
WA985       0104  26     39.00
WA985       0104  27     42.00
WA985       0104  28     42.00
WA985       0104  29     47.00
WA985       0104  30     45.00
WA985       0104  31     37.00
WA985       0204   1     35.00
WA985       0204   2     37.00
WA985       0204   3     37.00
WA985       0204   4     35.00
WA985       0204   5     37.00
WA985       0204   6     43.00
WA985       0204   7     38.00
WA985       0204   8     36.00
WA985       0204   9     41.00
WA985       0204  10     42.00
WA985       0204  11     39.00
WA985       0204  12     44.00
WA985       0204  13     44.00
WA985       0204  14     46.00
WA985       0204  15     43.00
WA985       0204  16     42.00
WA985       0204  17     43.00
WA985       0204  18     46.00
WA985       0204  19     41.00
WA985       0204  20     41.00
WA985       0204  21     43.00
WA985       0204  22     46.00
WA985       0204  23     49.00
WA985       0204  24     44.00
WA985       0204  25     42.00
WA985       0204  26     49.00
WA985       0204  27     45.00
WA985       0204  28     40.00
WA985       0204  29     42.00
WA985       0304   1     44.00
WA985       0304   2     40.00
WA985       0304   3     36.00
WA985       0304   4     40.00
WA985       0304   5     40.00
WA985       0304   6     40.00
WA985       0304   7     54.00
WA985       0304   8     60.00
WA985       0304   9     58.00
WA985       0304  10     49.00
WA985       0304  11     53.00
WA985       0304  12     57.00
WA985       0304  13     47.00
WA985       0304  14     53.00
WA985       0304  15     55.00
WA985       0304  16     57.00
WA985       0304  17     57.00
WA985       0304  18     61.00
WA985       0304  19     45.00
WA985       0304  20     53.00
WA985       0304  21     61.00
WA985       0304  22     62.00
WA985       0304  23     60.00
WA985       0304  24     54.00
WA985       0304  25     53.00
WA985       0304  26     46.00
WA985       0304  27     44.00
WA985       0304  28     56.00
WA985       0304  29     66.00
WA985       0304  30     68.00
WA985       0304  31     36.00
WA985       0404   1     44.00
WA985       0404   2     54.00
WA985       0404   3     57.00
WA985       0404   4     60.00
WA985       0404   5     57.00
WA985       0404   6     59.00
WA985       0404   7     58.00
WA985       0404   8     53.00
WA985       0404   9     56.00
WA985       0404  10     58.00
WA985       0404  11     65.00
WA985       0404  12     67.00
WA985       0404  13     59.00
WA985       0404  14     51.00
WA985       0404  15     40.00
WA985       0404  16     50.00
WA985       0404  17     47.00
WA985       0404  18     45.00
WA985       0404  19     49.00
WA985       0404  20     50.00
WA985       0404  21     45.00
WA985       0404  22     56.00
WA985       0404  23     60.00
WA985       0404  24     53.00
WA985       0404  25     60.00
WA985       0404  26     70.00
WA985       0404  27     67.00
WA985       0404  28     50.00
WA985       0404  29     58.00
WA985       0404  30     64.00
WA985       0504   1     68.00
WA985       0504   2     71.00
WA985       0504   3     68.00
WA985       0504   4     61.00
WA985       0504   5     56.00
WA985       0504   6     62.00
WA985       0504   7     69.00
WA985       0504   8     59.00
WA985       0504   9     58.00
WA985       0504  10     48.00
WA985       0504  11     45.00
WA985       0504  12     47.00
WA985       0504  13     55.00
WA985       0504  14     59.00
WA985       0504  15     58.00
WA985       0504  16     47.00
WA985       0504  17     59.00
WA985       0504  18     55.00
WA985       0504  19     61.00
WA985       0504  20     60.00
WA985       0504  21     59.00
WA985       0504  22     54.00
WA985       0504  23     49.00
WA985       0504  24     58.00
WA985       0504  25     60.00
WA985       0504  26     59.00
WA985       0504  27     60.00
WA985       0504  28     50.00
WA985       0504  29     54.00
WA985       0504  30     58.00
WA985       0504  31     58.00
WA985       0604   1     60.00
WA985       0604   2     67.00
WA985       0604   3     73.00
WA985       0604   4     76.00
WA985       0604   5     69.00
WA985       0604   6     60.00
WA985       0604   7     56.00
WA985       0604   8     54.00
WA985       0604   9     54.00
WA985       0604  10     56.00
WA985       0604  11     56.00
WA985       0604  12     57.00
WA985       0604  13     63.00
WA985       0604  14     58.00
WA985       0604  15     58.00
WA985       0604  16     66.00
WA985       0604  17     71.00
WA985       0604  18     65.00
WA985       0604  19     66.00
WA985       0604  20     70.00
WA985       0604  21     78.00
WA985       0604  22     82.00
WA985       0604  23     81.00
WA985       0604  24     84.00
WA985       0604  25     81.00
WA985       0604  26     73.00
WA985       0604  27     74.00
WA985       0604  28     74.00
WA985       0604  29     77.00
WA985       0604  30     76.00
WA985       0704   1     74.00
WA985       0704   2     76.00
WA985       0704   3     73.00
WA985       0704   4     71.00
WA985       0704   5     75.00
WA985       0704   6     77.00
WA985       0704   7     62.00
WA985       0704   8     68.00
WA985       0704   9     72.00
WA985       0704  10     68.00
WA985       0704  11     69.00
WA985       0704  12     79.00
WA985       0704  13     84.00
WA985       0704  14     89.00
WA985       0704  15     87.00
WA985       0704  16     87.00
WA985       0704  17     89.00
WA985       0704  18     83.00
WA985       0704  19     76.00
WA985       0704  20     76.00
WA985       0704  21     74.00
WA985       0704  22     80.00
WA985       0704  23     84.00
WA985       0704  24     90.00
WA985       0704  25     89.00
WA985       0704  26     81.00
WA985       0704  27     77.00
WA985       0704  28     82.00
WA985       0704  29     83.00
WA985       0704  30     82.00
WA985       0704  31     86.00
WA985       0804   1     88.00
WA985       0804   2     85.00
WA985       0804   3     72.00
WA985       0804   4     77.00
WA985       0804   5     70.00
WA985       0804   6     68.00
WA985       0804   7     67.00
WA985       0804   8     73.00
WA985       0804   9     82.00
WA985       0804  10     83.00
WA985       0804  11     85.00
WA985       0804  12     88.00
WA985       0804  13     90.00
WA985       0804  14     91.00
WA985       0804  15     85.00
WA985       0804  16     86.00
WA985       0804  17     74.00
WA985       0804  18     81.00
WA985       0804  19     81.00
WA985       0804  20     79.00
WA985       0804  21     82.00
WA985       0804  22     64.00
WA985       0804  23     64.00
WA985       0804  24     61.00
WA985       0804  25     61.00
WA985       0804  26     62.00
WA985       0804  27     67.00
WA985       0804  28     71.00
WA985       0804  29     77.00
WA985       0804  30     80.00
WA985       0804  31     82.00
WA985       0904   1     74.00
WA985       0904   2     58.00
WA985       0904   3     60.00
WA985       0904   4     67.00
WA985       0904   5     65.00
WA985       0904   6     70.00
WA985       0904   7     72.00
WA985       0904   8     75.00
WA985       0904   9     63.00
WA985       0904  10     70.00
WA985       0904  11     70.00
WA985       0904  12     58.00
WA985       0904  13     55.00
WA985       0904  14     60.00
WA985       0904  15     61.00
WA985       0904  16     60.00
WA985       0904  17     58.00
WA985       0904  18     55.00
WA985       0904  19     55.00
WA985       0904  20     53.00
WA985       0904  21     57.00
WA985       0904  22     64.00
WA985       0904  23     64.00
WA985       0904  24     68.00
WA985       0904  25     73.00
WA985       0904  26     72.00
WA985       0904  27     75.00
WA985       0904  28     74.00
WA985       0904  29     69.00
WA985       0904  30     65.00
WA985       1004   1     64.00
WA985       1004   2     65.00
WA985       1004   3     67.00
WA985       1004   4     68.00
WA985       1004   5     69.00
WA985       1004   6     62.00
WA985       1004   7     60.00
WA985       1004   8     73.00
WA985       1004   9     54.00
WA985       1004  10     54.00
WA985       1004  11     58.00
WA985       1004  12     61.00
WA985       1004  13     63.00
WA985       1004  14     67.00
WA985       1004  15     61.00
WA985       1004  16     59.00
WA985       1004  17     59.00
WA985       1004  18     51.00
WA985       1004  19     49.00
WA985       1004  20     47.00
WA985       1004  21     47.00
WA985       1004  22     45.00
WA985       1004  23     45.00
WA985       1004  24     46.00
WA985       1004  25     46.00
WA985       1004  26     49.00
WA985       1004  27     52.00
WA985       1004  28     50.00
WA985       1004  29     47.00
WA985       1004  30     45.00
WA985       1004  31     39.00
WA985       1104   1     45.00
WA985       1104   2     52.00
WA985       1104   3     41.00
WA985       1104   4     44.00
WA985       1104   5     55.00
WA985       1104   6     61.00
WA985       1104   7     64.00
WA985       1104   8     64.00
WA985       1104   9     52.00
WA985       1104  10     48.00
WA985       1104  11     50.00
WA985       1104  12     37.00
WA985       1104  13     36.00
WA985       1104  14     47.00
WA985       1104  15     53.00
WA985       1104  16     49.00
WA985       1104  17     47.00
WA985       1104  18     47.00
WA985       1104  19     40.00
WA985       1104  20     38.00
WA985       1104  21     43.00
WA985       1104  22     42.00
WA985       1104  23     45.00
WA985       1104  24     50.00
WA985       1104  25     45.00
WA985       1104  26     42.00
WA985       1104  27     34.00
WA985       1104  28     34.00
WA985       1104  29     37.00
WA985       1104  30     37.00
WA985       1204   1     37.00
WA985       1204   2     40.00
WA985       1204   3     44.00
WA985       1204   4     41.00
WA985       1204   5     36.00
WA985       1204   6     36.00
WA985       1204   7     40.00
WA985       1204   8     41.00
WA985       1204   9     47.00
WA985       1204  10     52.00
WA985       1204  11     49.00
WA985       1204  12     40.00
WA985       1204  13     51.00
WA985       1204  14     48.00
WA985       1204  15     46.00
WA985       1204  16     51.00
WA985       1204  17     49.00
WA985       1204  18     51.00
WA985       1204  19     53.00
WA985       1204  20     37.00
WA985       1204  21     36.00
WA985       1204  22     35.00
WA985       1204  23     33.00
WA985       1204  24     50.00
WA985       1204  25     45.00
WA985       1204  26     48.00
WA985       1204  27     51.00
WA985       1204  28     52.00
WA985       1204  29     47.00
WA985       1204  30     40.00
WA985       1204  31     35.00
WA985       0105   1     35.00
WA985       0105   2     37.00
WA985       0105   3     33.00
WA985       0105   4     30.00
WA985       0105   5     21.00
WA985       0105   6     30.00
WA985       0105   7     33.00
WA985       0105   8     35.00
WA985       0105   9     35.00
WA985       0105  10     37.00
WA985       0105  11     26.00
WA985       0105  12     36.00
WA985       0105  13     36.00
WA985       0105  14     23.00
WA985       0105  15     26.00
WA985       0105  16     43.00
WA985       0105  17     47.00
WA985       0105  18     55.00
WA985       0105  19     57.00
WA985       0105  20     55.00
WA985       0105  21     56.00
WA985       0105  22     59.00
WA985       0105  23     58.00
WA985       0105  24     57.00
WA985       0105  25     57.00
WA985       0105  26     53.00
WA985       0105  27     46.00
WA985       0105  28     48.00
WA985       0105  29     44.00
WA985       0105  30     46.00
WA985       0105  31     47.00
WA985       0205   1     46.00
WA985       0205   2     55.00
WA985       0205   3     58.00
WA985       0205   4     53.00
WA985       0205   5     37.00
WA985       0205   6     35.00
WA985       0205   7     38.00
WA985       0205   8     40.00
WA985       0205   9     45.00
WA985       0205  10     45.00
WA985       0205  11     53.00
WA985       0205  12     49.00
WA985       0205  13     39.00
WA985       0205  14     34.00
WA985       0205  15     35.00
WA985       0205  16     40.00
WA985       0205  17     43.00
WA985       0205  18     44.00
WA985       0205  19     46.00
WA985       0205  20     36.00
WA985       0205  21     42.00
WA985       0205  22     46.00
WA985       0205  23     49.00
WA985       0205  24     51.00
WA985       0205  25     52.00
WA985       0205  26     51.00
WA985       0205  27     55.00
WA985       0205  28     48.00
WA985       0305   1     51.00
WA985       0305   2     50.00
WA985       0305   3     51.00
WA985       0305   4     53.00
WA985       0305   5     53.00
WA985       0305   6     57.00
WA985       0305   7     62.00
WA985       0305   8     62.00
WA985       0305   9     62.00
WA985       0305  10     59.00
WA985       0305  11     61.00
WA985       0305  12     52.00
WA985       0305  13     49.00
WA985       0305  14     50.00
WA985       0305  15     51.00
WA985       0305  16     50.00
WA985       0305  17     43.00
WA985       0305  18     45.00
WA985       0305  19     55.00
WA985       0305  20     55.00
WA985       0305  21     46.00
WA985       0305  22     39.00
WA985       0305  23     35.00
WA985       0305  24     33.00
WA985       0305  25     38.00
WA985       0305  26     43.00
WA985       0305  27     47.00
WA985       0305  28     46.00
WA985       0305  29     42.00
WA985       0305  30     40.00
WA985       0305  31     48.00
WA985       0405   1     50.00
WA985       0405   2     45.00
WA985       0405   3     44.00
WA985       0405   4     46.00
WA985       0405   5     53.00
WA985       0405   6     65.00
WA985       0405   7     64.00
WA985       0405   8     47.00
WA985       0405   9     45.00
WA985       0405  10     51.00
WA985       0405  11     51.00
WA985       0405  12     42.00
WA985       0405  13     37.00
WA985       0405  14     45.00
WA985       0405  15     56.00
WA985       0405  16     63.00
WA985       0405  17     50.00
WA985       0405  18     47.00
WA985       0405  19     50.00
WA985       0405  20     55.00
WA985       0405  21     57.00
WA985       0405  22     65.00
WA985       0405  23     63.00
WA985       0405  24     60.00
WA985       0405  25     64.00
WA985       0405  26     66.00
WA985       0405  27     58.00
WA985       0405  28     51.00
WA985       0405  29     52.00
WA985       0405  30     58.00
WA985       0505   1     61.00
WA985       0505   2     58.00
WA985       0505   3     60.00
WA985       0505   4     53.00
WA985       0505   5     58.00
WA985       0505   6     55.00
WA985       0505   7     52.00
WA985       0505   8     60.00
WA985       0505   9     54.00
WA985       0505  10     47.00
WA985       0505  11     58.00
WA985       0505  12     63.00
WA985       0505  13     69.00
WA985       0505  14     64.00
WA985       0505  15     62.00
WA985       0505  16     48.00
WA985       0505  17     56.00
WA985       0505  18     58.00
WA985       0505  19     55.00
WA985       0505  20     53.00
WA985       0505  21     58.00
WA985       0505  22     56.00
WA985       0505  23     53.00
WA985       0505  24     58.00
WA985       0505  25     62.00
WA985       0505  26     69.00
WA985       0505  27     75.00
WA985       0505  28     77.00
WA985       0505  29     74.00
WA985       0505  30     70.00
WA985       0505  31     62.00
WA985       0605   1     58.00
WA985       0605   2     56.00
WA985       0605   3     61.00
WA985       0605   4     64.00
WA985       0605   5     55.00
WA985       0605   6     50.00
WA985       0605   7     55.00
WA985       0605   8     60.00
WA985       0605   9     65.00
WA985       0605  10     66.00
WA985       0605  11     60.00
WA985       0605  12     55.00
WA985       0605  13     64.00
WA985       0605  14     61.00
WA985       0605  15     62.00
WA985       0605  16     71.00
WA985       0605  17     59.00
WA985       0605  18     58.00
WA985       0605  19     68.00
WA985       0605  20     76.00
WA985       0605  21     86.00
WA985       0605  22     68.00
WA985       0605  23     68.00
WA985       0605  24     73.00
WA985       0605  25     68.00
WA985       0605  26     72.00
WA985       0605  27     54.00
WA985       0605  28     60.00
WA985       0605  29     70.00
WA985       0605  30     77.00
WA985       0705   1     74.00
WA985       0705   2     67.00
WA985       0705   3     69.00
WA985       0705   4     75.00
WA985       0705   5     82.00
WA985       0705   6     76.00
WA985       0705   7     74.00
WA985       0705   8     74.00
WA985       0705   9     60.00
WA985       0705  10     62.00
WA985       0705  11     78.00
WA985       0705  12     76.00
WA985       0705  13     73.00
WA985       0705  14     79.00
WA985       0705  15     88.00
WA985       0705  16     69.00
WA985       0705  17     76.00
WA985       0705  18     85.00
WA985       0705  19     84.00
WA985       0705  20     84.00
WA985       0705  21     89.00
WA985       0705  22     83.00
WA985       0705  23     78.00
WA985       0705  24     75.00
WA985       0705  25     72.00
WA985       0705  26     79.00
WA985       0705  27     86.00
WA985       0705  28     87.00
WA985       0705  29     86.00
WA985       0705  30     85.00
WA985       0705  31     89.00
WA985       0805   1     79.00
WA985       0805   2     72.00
WA985       0805   3     79.00
WA985       0805   4     87.00
WA985       0805   5     88.00
WA985       0805   6     89.00
WA985       0805   7     82.00
WA985       0805   8     83.00
WA985       0805   9     83.00
WA985       0805  10     81.00
WA985       0805  11     75.00
WA985       0805  12     74.00
WA985       0805  13     69.00
WA985       0805  14     77.00
WA985       0805  15     82.00
WA985       0805  16     82.00
WA985       0805  17     68.00
WA985       0805  18     69.00
WA985       0805  19     76.00
WA985       0805  20     84.00
WA985       0805  21     90.00
WA985       0805  22     79.00
WA985       0805  23     69.00
WA985       0805  24     67.00
WA985       0805  25     75.00
WA985       0805  26     81.00
WA985       0805  27     80.00
WA985       0805  28     82.00
WA985       0805  29     66.00
WA985       0805  30     68.00
WA985       0805  31     71.00
WA985       0905   1     75.00
WA985       0905   2     77.00
WA985       0905   3     70.00
WA985       0905   4     67.00
WA985       0905   5     67.00
WA985       0905   6     71.00
WA985       0905   7     76.00
WA985       0905   8     79.00
WA985       0905   9     67.00
WA985       0905  10     55.00
WA985       0905  11     57.00
WA985       0905  12     58.00
WA985       0905  13     63.00
WA985       0905  14     70.00
WA985       0905  15     66.00
WA985       0905  16     60.00
WA985       0905  17     56.00
WA985       0905  18     64.00
WA985       0905  19     70.00
WA985       0905  20     65.00
WA985       0905  21     62.00
WA985       0905  22     61.00
WA985       0905  23     55.00
WA985       0905  24     56.00
WA985       0905  25     62.00
WA985       0905  26     72.00
WA985       0905  27     64.00
WA985       0905  28     69.00
WA985       0905  29     71.00
WA985       0905  30     65.00
WA985       1005   1     48.00
WA985       1005   2     54.00
WA985       1005   3     44.00
WA985       1005   4     49.00
WA985       1005   5     53.00
WA985       1005   6     63.00
WA985       1005   7     55.00
WA985       1005   8     53.00
WA985       1005   9     51.00
WA985       1005  10     61.00
WA985       1005  11     55.00
WA985       1005  12     60.00
WA985       1005  13     58.00
WA985       1005  14     73.00
WA985       1005  15     64.00
WA985       1005  16     62.00
WA985       1005  17     69.00
WA985       1005  18     65.00
WA985       1005  19     58.00
WA985       1005  20     58.00
WA985       1005  21     59.00
WA985       1005  22     65.00
WA985       1005  23     64.00
WA985       1005  24     64.00
WA985       1005  25     71.00
WA985       1005  26     55.00
WA985       1005  27     47.00
WA985       1005  28     50.00
WA985       1005  29     49.00
WA985       1005  30     49.00
WA985       1005  31     50.00
WA985       1105   1     56.00
WA985       1105   2     42.00
WA985       1105   3     44.00
WA985       1105   4     45.00
WA985       1105   5     41.00
WA985       1105   6     42.00
WA985       1105   7     45.00
WA985       1105   8     40.00
WA985       1105   9     50.00
WA985       1105  10     57.00
WA985       1105  11     47.00
WA985       1105  12     42.00
WA985       1105  13     48.00
WA985       1105  14     41.00
WA985       1105  15     40.00
WA985       1105  16     45.00
WA985       1105  17     49.00
WA985       1105  18     48.00
WA985       1105  19     50.00
WA985       1105  20     57.00
WA985       1105  21     52.00
WA985       1105  22     44.00
WA985       1105  23     36.00
WA985       1105  24     47.00
WA985       1105  25     47.00
WA985       1105  26     36.00
WA985       1105  27     36.00
WA985       1105  28     35.00
WA985       1105  29     38.00
WA985       1105  30     33.00
WA985       1205   1     38.00
WA985       1205   2     36.00
WA985       1205   3     34.00
WA985       1205   4     36.00
WA985       1205   5     37.00
WA985       1205   6     29.00
WA985       1205   7     33.00
WA985       1205   8     31.00
WA985       1205   9     41.00
WA985       1205  10     45.00
WA985       1205  11     55.00
WA985       1205  12     49.00
WA985       1205  13     35.00
WA985       1205  14     40.00
WA985       1205  15     37.00
WA985       1205  16     20.00
WA985       1205  17     24.00
WA985       1205  18     33.00
WA985       1205  19     42.00
WA985       1205  20     50.00
WA985       1205  21     49.00
WA985       1205  22     46.00
WA985       1205  23     48.00
WA985       1205  24     56.00
WA985       1205  25     56.00
WA985       1205  26     48.00
WA985       1205  27     41.00
WA985       1205  28     47.00
WA985       1205  29     44.00
WA985       1205  30     41.00
WA985       1205  31     43.00
WA985       0106   1     43.00
WA985       0106   2     45.00
WA985       0106   3     43.00
WA985       0106   4     44.00
WA985       0106   5     52.00
WA985       0106   6     52.00
WA985       0106   7     44.00
WA985       0106   8     40.00
WA985       0106   9     38.00
WA985       0106  10     46.00
WA985       0106  11     42.00
WA985       0106  12     39.00
WA985       0106  13     45.00
WA985       0106  14     43.00
WA985       0106  15     33.00
WA985       0106  16     37.00
WA985       0106  17     41.00
WA985       0106  18     43.00
WA985       0106  19     41.00
WA985       0106  20     36.00
WA985       0106  21     40.00
WA985       0106  22     42.00
WA985       0106  23     50.00
WA985       0106  24     52.00
WA985       0106  25     51.00
WA985       0106  26     38.00
WA985       0106  27     39.00
WA985       0106  28     39.00
WA985       0106  29     41.00
WA985       0106  30     44.00
WA985       0106  31     38.00
WA985       0206   1     42.00
WA985       0206   2     43.00
WA985       0206   3     46.00
WA985       0206   4     45.00
WA985       0206   5     41.00
WA985       0206   6     44.00
WA985       0206   7     51.00
WA985       0206   8     54.00
WA985       0206   9     39.00
WA985       0206  10     36.00
WA985       0206  11     41.00
WA985       0206  12     39.00
WA985       0206  13     40.00
WA985       0206  14     34.00
WA985       0206  15     31.00
WA985       0206  16     27.00
WA985       0206  17     15.00
WA985       0206  18     25.00
WA985       0206  19     30.00
WA985       0206  20     36.00
WA985       0206  21     39.00
WA985       0206  22     44.00
WA985       0206  23     45.00
WA985       0206  24     41.00
WA985       0206  25     44.00
WA985       0206  26     52.00
WA985       0206  27     49.00
WA985       0206  28     48.00
WA985       0306   1     47.00
WA985       0306   2     46.00
WA985       0306   3     42.00
WA985       0306   4     46.00
WA985       0306   5     47.00
WA985       0306   6     43.00
WA985       0306   7     45.00
WA985       0306   8     39.00
WA985       0306   9     35.00
WA985       0306  10     39.00
WA985       0306  11     41.00
WA985       0306  12     39.00
WA985       0306  13     41.00
WA985       0306  14     37.00
WA985       0306  15     43.00
WA985       0306  16     46.00
WA985       0306  17     41.00
WA985       0306  18     39.00
WA985       0306  19     41.00
WA985       0306  20     45.00
WA985       0306  21     46.00
WA985       0306  22     51.00
WA985       0306  23     53.00
WA985       0306  24     53.00
WA985       0306  25     41.00
WA985       0306  26     42.00
WA985       0306  27     52.00
WA985       0306  28     52.00
WA985       0306  29     50.00
WA985       0306  30     49.00
WA985       0306  31     51.00
WA985       0406   1     42.00
WA985       0406   2     50.00
WA985       0406   3     54.00
WA985       0406   4     46.00
WA985       0406   5     43.00
WA985       0406   6     52.00
WA985       0406   7     54.00
WA985       0406   8     51.00
WA985       0406   9     52.00
WA985       0406  10     50.00
WA985       0406  11     54.00
WA985       0406  12     54.00
WA985       0406  13     52.00
WA985       0406  14     55.00
WA985       0406  15     39.00
WA985       0406  16     43.00
WA985       0406  17     45.00
WA985       0406  18     50.00
WA985       0406  19     57.00
WA985       0406  20     65.00
WA985       0406  21     59.00
WA985       0406  22     49.00
WA985       0406  23     56.00
WA985       0406  24     53.00
WA985       0406  25     55.00
WA985       0406  26     61.00
WA985       0406  27     58.00
WA985       0406  28     66.00
WA985       0406  29     68.00
WA985       0406  30     53.00
WA985       0506   1     54.00
WA985       0506   2     49.00
WA985       0506   3     56.00
WA985       0506   4     60.00
WA985       0506   5     66.00
WA985       0506   6     62.00
WA985       0506   7     51.00
WA985       0506   8     47.00
WA985       0506   9     53.00
WA985       0506  10     62.00
WA985       0506  11     64.00
WA985       0506  12     60.00
WA985       0506  13     65.00
WA985       0506  14     72.00
WA985       0506  15     81.00
WA985       0506  16     82.00
WA985       0506  17     83.00
WA985       0506  18     82.00
WA985       0506  19     76.00
WA985       0506  20     66.00
WA985       0506  21     65.00
WA985       0506  22     65.00
WA985       0506  23     64.00
WA985       0506  24     61.00
WA985       0506  25     52.00
WA985       0506  26     51.00
WA985       0506  27     52.00
WA985       0506  28     56.00
WA985       0506  29     57.00
WA985       0506  30     65.00
WA985       0506  31     74.00
WA985       0606   1     77.00
WA985       0606   2     70.00
WA985       0606   3     61.00
WA985       0606   4     63.00
WA985       0606   5     67.00
WA985       0606   6     70.00
WA985       0606   7     69.00
WA985       0606   8     61.00
WA985       0606   9     57.00
WA985       0606  10     63.00
WA985       0606  11     64.00
WA985       0606  12     69.00
WA985       0606  13     60.00
WA985       0606  14     59.00
WA985       0606  15     59.00
WA985       0606  16     69.00
WA985       0606  17     63.00
WA985       0606  18     67.00
WA985       0606  19     64.00
WA985       0606  20     63.00
WA985       0606  21     65.00
WA985       0606  22     70.00
WA985       0606  23     71.00
WA985       0606  24     77.00
WA985       0606  25     82.00
WA985       0606  26     85.00
WA985       0606  27     87.00
WA985       0606  28     82.00
WA985       0606  29     72.00
WA985       0606  30     80.00
WA985       0706   1     82.00
WA985       0706   2     84.00
WA985       0706   3     86.00
WA985       0706   4     86.00
WA985       0706   5     84.00
WA985       0706   6     71.00
WA985       0706   7     73.00
WA985       0706   8     81.00
WA985       0706   9     85.00
WA985       0706  10     78.00
WA985       0706  11     81.00
WA985       0706  12     73.00
WA985       0706  13     76.00
WA985       0706  14     82.00
WA985       0706  15     80.00
WA985       0706  16     81.00
WA985       0706  17     84.00
WA985       0706  18     74.00
WA985       0706  19     81.00
WA985       0706  20     85.00
WA985       0706  21     92.00
WA985       0706  22     92.00
WA985       0706  23     95.00
WA985       0706  24     92.00
WA985       0706  25     89.00
WA985       0706  26     86.00
WA985       0706  27     91.00
WA985       0706  28     84.00
WA985       0706  29     77.00
WA985       0706  30     67.00
WA985       0706  31     69.00
WA985       0806   1     73.00
WA985       0806   2     74.00
WA985       0806   3     78.00
WA985       0806   4     81.00
WA985       0806   5     81.00
WA985       0806   6     85.00
WA985       0806   7     88.00
WA985       0806   8     79.00
WA985       0806   9     77.00
WA985       0806  10     80.00
WA985       0806  11     69.00
WA985       0806  12     69.00
WA985       0806  13     75.00
WA985       0806  14     83.00
WA985       0806  15     77.00
WA985       0806  16     69.00
WA985       0806  17     73.00
WA985       0806  18     79.00
WA985       0806  19     84.00
WA985       0806  20     86.00
WA985       0806  21     89.00
WA985       0806  22     85.00
WA985       0806  23     72.00
WA985       0806  24     68.00
WA985       0806  25     71.00
WA985       0806  26     77.00
WA985       0806  27     83.00
WA985       0806  28     89.00
WA985       0806  29     77.00
WA985       0806  30     56.00
WA985       0806  31     63.00
WA985       0906   1     72.00
WA985       0906   2     81.00
WA985       0906   3     85.00
WA985       0906   4     87.00
WA985       0906   5     87.00
WA985       0906   6     83.00
WA985       0906   7     81.00
WA985       0906   8     78.00
WA985       0906   9     70.00
WA985       0906  10     69.00
WA985       0906  11     76.00
WA985       0906  12     77.00
WA985       0906  13     71.00
WA985       0906  14     56.00
WA985       0906  15     53.00
WA985       0906  16     56.00
WA985       0906  17     61.00
WA985       0906  18     67.00
WA985       0906  19     52.00
WA985       0906  20     53.00
WA985       0906  21     51.00
WA985       0906  22     57.00
WA985       0906  23     60.00
WA985       0906  24     64.00
WA985       0906  25     70.00
WA985       0906  26     73.00
WA985       0906  27     72.00
WA985       0906  28     76.00
WA985       0906  29     76.00
WA985       0906  30     74.00
WA985       1006   1     66.00
WA985       1006   2     61.00
WA985       1006   3     61.00
WA985       1006   4     64.00
WA985       1006   5     62.00
WA985       1006   6     60.00
WA985       1006   7     55.00
WA985       1006   8     53.00
WA985       1006   9     54.00
WA985       1006  10     56.00
WA985       1006  11     60.00
WA985       1006  12     65.00
WA985       1006  13     67.00
WA985       1006  14     65.00
WA985       1006  15     57.00
WA985       1006  16     49.00
WA985       1006  17     49.00
WA985       1006  18     54.00
WA985       1006  19     58.00
WA985       1006  20     50.00
WA985       1006  21     52.00
WA985       1006  22     56.00
WA985       1006  23     55.00
WA985       1006  24     55.00
WA985       1006  25     49.00
WA985       1006  26     51.00
WA985       1006  27     54.00
WA985       1006  28     62.00
WA985       1006  29     55.00
WA985       1006  30     36.00
WA985       1006  31     36.00
WA985       1106   1     44.00
WA985       1106   2     47.00
WA985       1106   3     54.00
WA985       1106   4     57.00
WA985       1106   5     53.00
WA985       1106   6     60.00
WA985       1106   7     59.00
WA985       1106   8     47.00
WA985       1106   9     43.00
WA985       1106  10     44.00
WA985       1106  11     42.00
WA985       1106  12     43.00
WA985       1106  13     44.00
WA985       1106  14     42.00
WA985       1106  15     47.00
WA985       1106  16     45.00
WA985       1106  17     45.00
WA985       1106  18     46.00
WA985       1106  19     55.00
WA985       1106  20     51.00
WA985       1106  21     53.00
WA985       1106  22     43.00
WA985       1106  23     38.00
WA985       1106  24     37.00
WA985       1106  25     34.00
WA985       1106  26     37.00
WA985       1106  27     35.00
WA985       1106  28     22.00
WA985       1106  29     29.00
WA985       1106  30     37.00
WA985       1206   1     34.00
WA985       1206   2     37.00
WA985       1206   3     42.00
WA985       1206   4     46.00
WA985       1206   5     43.00
WA985       1206   6     57.00
WA985       1206   7     54.00
WA985       1206   8     55.00
WA985       1206   9     51.00
WA985       1206  10     46.00
WA985       1206  11     44.00
