$ Get data for 711:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:32:43 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA711           Rainy Pass
WA711       0108  17     16.00
WA711       0108  18     19.00
WA711       0108  19     25.00
WA711       0108  20     10.00
WA711       0108  21      4.00
WA711       0108  22      8.00
WA711       0108  23      6.00
WA711       0108  24      5.00
WA711       0108  25      9.00
WA711       0108  26     14.00
WA711       0108  27     16.00
WA711       0108  28     14.00
WA711       0108  29     11.00
WA711       0108  30     17.00
WA711       0108  31     20.00
WA711       0208   1     18.00
WA711       0208   2     16.00
WA711       0208   3     17.00
WA711       0208   4     19.00
WA711       0208   5     20.00
WA711       0208   6     22.00
WA711       0208   7     24.00
WA711       0208   8     26.00
WA711       0208   9     27.00
WA711       0208  10     24.00
WA711       0208  11     25.00
WA711       0208  12     27.00
WA711       0208  13     23.00
WA711       0208  14     20.00
WA711       0208  15     24.00
WA711       0208  16     21.00
WA711       0208  17     20.00
WA711       0208  18     23.00
WA711       0208  19     23.00
WA711       0208  20     27.00
WA711       0208  21     25.00
WA711       0208  22     28.00
WA711       0208  23     26.00
WA711       0208  24     24.00
WA711       0208  25     27.00
WA711       0208  26     28.00
WA711       0208  27     28.00
WA711       0208  28     30.00
WA711       0208  29     30.00
WA711       0308   1     27.00
WA711       0308   2     22.00
WA711       0308   3     24.00
WA711       0308   4     21.00
WA711       0308   5     19.00
WA711       0308   6     24.00
WA711       0308   7     30.00
WA711       0308   8     25.00
WA711       0308   9     23.00
WA711       0308  10     31.00
WA711       0308  11     24.00
WA711       0308  12     19.00
WA711       0308  13     24.00
WA711       0308  14     26.00
WA711       0308  15     26.00
WA711       0308  16     24.00
WA711       0308  17     26.00
WA711       0308  18     23.00
WA711       0308  19     20.00
WA711       0308  20     22.00
WA711       0308  21     16.00
WA711       0308  22     14.00
WA711       0308  23     21.00
WA711       0308  24     14.00
WA711       0308  25     13.00
WA711       0308  26     23.00
WA711       0308  27     13.00
WA711       0308  28     13.00
WA711       0308  29     22.00
WA711       0308  30     18.00
WA711       0308  31     14.00
WA711       0408   1     11.00
WA711       0408   2     16.00
WA711       0408   3     22.00
WA711       0408   4     27.00
WA711       0408   5     25.00
WA711       0408   6     27.00
WA711       0408   7     24.00
WA711       0408   8     24.00
WA711       0408   9     24.00
WA711       0408  10     25.00
WA711       0408  11     26.00
WA711       0408  12     33.00
WA711       0408  13     35.00
WA711       0408  14     27.00
WA711       0408  15     25.00
WA711       0408  16     27.00
WA711       0408  17     28.00
WA711       0408  18     20.00
WA711       0408  19     19.00
WA711       0408  20     17.00
WA711       0408  21     15.00
WA711       0408  22     16.00
WA711       0408  23     29.00
WA711       0408  24     27.00
WA711       0408  25     24.00
WA711       0408  26     22.00
WA711       0408  27     34.00
WA711       0408  28     33.00
WA711       0408  29     26.00
WA711       0408  30     26.00
WA711       0508   1     23.00
WA711       0508   2     28.00
WA711       0508   3     33.00
WA711       0508   4     33.00
WA711       0508   5     36.00
WA711       0508   6     34.00
WA711       0508   7     31.00
WA711       0508   8     30.00
WA711       0508   9     28.00
WA711       0508  10     35.00
WA711       0508  11     30.00
WA711       0508  12     30.00
WA711       0508  13     33.00
WA711       0508  14     35.00
WA711       0508  15     37.00
WA711       0508  16     41.00
WA711       0508  17     41.00
WA711       0508  18     42.00
WA711       0508  19     39.00
WA711       0508  20     34.00
WA711       0508  21     33.00
WA711       0508  22     34.00
WA711       0508  23     36.00
WA711       0508  24     38.00
WA711       0508  25     38.00
WA711       0508  26     39.00
WA711       0508  27     38.00
WA711       0508  28     38.00
WA711       0508  29     37.00
WA711       0508  30     36.00
WA711       0508  31     37.00
WA711       0608   1     36.00
WA711       0608   2     35.00
WA711       0608   3     34.00
WA711       0608   4     34.00
WA711       0608   5     35.00
WA711       0608   6     33.00
WA711       0608   7     35.00
WA711       0608   8     35.00
WA711       0608   9     31.00
WA711       0608  10     30.00
WA711       0608  11     35.00
WA711       0608  12     36.00
WA711       0608  13     34.00
WA711       0608  14     33.00
WA711       0608  15     36.00
WA711       0608  16     36.00
WA711       0608  17     37.00
WA711       0608  18     35.00
WA711       0608  19     35.00
WA711       0608  20     39.00
WA711       0608  21     43.00
WA711       0608  22     38.00
WA711       0608  23     36.00
WA711       0608  24     37.00
WA711       0608  25     38.00
WA711       0608  26     38.00
WA711       0608  27     38.00
WA711       0608  28     47.00
WA711       0608  29     51.00
WA711       0608  30     54.00
WA711       0708   1     52.00
WA711       0708   2     49.00
WA711       0708   3     50.00
WA711       0708   4     46.00
WA711       0708   5     44.00
WA711       0708   6     42.00
WA711       0708   7     43.00
WA711       0708   8     44.00
WA711       0708   9     46.00
WA711       0708  10     40.00
WA711       0708  11     37.00
WA711       0708  12     46.00
WA711       0708  13     48.00
WA711       0708  14     45.00
WA711       0708  15     46.00
WA711       0708  16     46.00
WA711       0708  17     44.00
WA711       0708  18     43.00
WA711       0708  19     45.00
WA711       0708  20     45.00
WA711       0708  21     48.00
WA711       0708  22     48.00
WA711       0708  23     44.00
WA711       0708  24     43.00
WA711       0708  25     50.00
WA711       0708  26     47.00
WA711       0708  27     46.00
WA711       0708  28     42.00
WA711       0708  29     44.00
WA711       0708  30     39.00
WA711       0708  31     38.00
WA711       0808   1     43.00
WA711       0808   2     44.00
WA711       0808   3     44.00
WA711       0808   4     46.00
WA711       0808   5     51.00
WA711       0808   6     55.00
WA711       0808   7     54.00
WA711       0808   8     49.00
WA711       0808   9     43.00
WA711       0808  10     40.00
WA711       0808  11     39.00
WA711       0808  12     45.00
WA711       0808  13     50.00
WA711       0808  14     52.00
WA711       0808  15     57.00
WA711       0808  16     60.00
WA711       0808  17     61.00
WA711       0808  18     53.00
WA711       0808  19     47.00
WA711       0808  20     42.00
WA711       0808  21     38.00
WA711       0808  22     36.00
WA711       0808  23     43.00
WA711       0808  24     47.00
WA711       0808  25     39.00
WA711       0808  26     39.00
WA711       0808  27     38.00
WA711       0808  28     42.00
WA711       0808  29     42.00
WA711       0808  30     36.00
WA711       0808  31     37.00
WA711       0908   1     37.00
WA711       0908   2     35.00
WA711       0908   3     38.00
WA711       0908   4     40.00
WA711       0908   5     42.00
WA711       0908   6     42.00
WA711       0908   7     40.00
WA711       0908   8     42.00
WA711       0908   9     40.00
WA711       0908  10     38.00
WA711       0908  11     45.00
WA711       0908  12     45.00
WA711       0908  13     38.00
WA711       0908  14     43.00
WA711       0908  15     46.00
WA711       0908  16     48.00
WA711       0908  17     52.00
WA711       0908  18     49.00
WA711       0908  19     49.00
WA711       0908  20     42.00
WA711       0908  21     40.00
WA711       0908  22     33.00
WA711       0908  23     30.00
WA711       0908  24     36.00
WA711       0908  25     37.00
WA711       0908  26     35.00
WA711       0908  27     39.00
WA711       0908  28     37.00
WA711       0908  29     41.00
WA711       0908  30     45.00
WA711       1008   1     49.00
WA711       1008   2     44.00
WA711       1008   3     43.00
WA711       1008   4     38.00
WA711       1008   5     32.00
WA711       1008   6     31.00
WA711       1008   7     31.00
WA711       1008   8     28.00
WA711       1008   9     27.00
WA711       1008  10     26.00
WA711       1008  11     24.00
WA711       1008  12     31.00
WA711       1008  13     34.00
WA711       1008  14     29.00
WA711       1008  15     28.00
WA711       1008  16     32.00
WA711       1008  17     38.00
WA711       1008  18     31.00
WA711       1008  19     29.00
WA711       1008  20     31.00
WA711       1008  21     27.00
WA711       1008  22     30.00
WA711       1008  23     31.00
WA711       1008  24     30.00
WA711       1008  25     29.00
WA711       1008  26     27.00
WA711       1008  27     33.00
WA711       1008  28     36.00
WA711       1008  29     34.00
WA711       1008  30     37.00
WA711       1008  31     37.00
WA711       1108   1     35.00
WA711       1108   2     33.00
WA711       1108   3     33.00
WA711       1108   4     26.00
WA711       1108   5     22.00
WA711       1108   6     28.00
WA711       1108   7     34.00
WA711       1108   8     34.00
WA711       1108   9     34.00
WA711       1108  10     31.00
WA711       1108  11     31.00
WA711       1108  12     34.00
WA711       1108  13     23.00
WA711       1108  14     23.00
WA711       1108  15     34.00
WA711       1108  16     35.00
WA711       1108  17     34.00
WA711       1108  18     30.00
WA711       1108  19     26.00
WA711       1108  20     28.00
WA711       1108  21     24.00
WA711       1108  22     22.00
WA711       1108  23     20.00
WA711       1108  24     23.00
WA711       1108  25     24.00
WA711       1108  26     21.00
WA711       1108  27     21.00
WA711       1108  28     31.00
WA711       1108  29     33.00
WA711       1108  30     35.00
WA711       1208   1     34.00
WA711       1208   2     29.00
WA711       1208   3     26.00
WA711       1208   4     19.00
WA711       1208   5     28.00
WA711       1208   6     32.00
WA711       1208   7     30.00
WA711       1208   8     26.00
WA711       1208   9     25.00
WA711       1208  10     28.00
WA711       1208  11     24.00
WA711       1208  12     21.00
WA711       1208  13     13.00
WA711       1208  14      1.00
WA711       1208  15     -7.00
WA711       1208  16     -8.00
WA711       1208  17      2.00
WA711       1208  18      0.00
WA711       1208  19    -10.00
WA711       1208  20    -13.00
WA711       1208  21     -1.00
WA711       1208  22      6.00
WA711       1208  23      4.00
WA711       1208  24      5.00
WA711       1208  25      5.00
WA711       1208  26     13.00
WA711       1208  27     14.00
WA711       1208  28     22.00
WA711       1208  29     21.00
WA711       1208  30     17.00
WA711       1208  31     19.00
WA711       0109   1     20.00
WA711       0109   2      6.00
WA711       0109   3      5.00
WA711       0109   4     10.00
WA711       0109   5     10.00
WA711       0109   6     27.00
WA711       0109   7     32.00
WA711       0109   8     27.00
WA711       0109   9     23.00
WA711       0109  10     24.00
WA711       0109  11     29.00
WA711       0109  12     32.00
WA711       0109  13     28.00
WA711       0109  14     28.00
WA711       0109  15     27.00
WA711       0109  16     26.00
WA711       0109  17     28.00
WA711       0109  18     26.00
WA711       0109  19     24.00
WA711       0109  20     23.00
WA711       0109  21     19.00
WA711       0109  22     24.00
WA711       0109  23     11.00
WA711       0109  24      9.00
WA711       0109  25      5.00
WA711       0109  26      1.00
WA711       0109  27     14.00
WA711       0109  28     24.00
WA711       0109  29     25.00
WA711       0109  30     24.00
WA711       0109  31     21.00
WA711       0209   1     19.00
WA711       0209   2     24.00
WA711       0209   3     25.00
WA711       0209   4     26.00
WA711       0209   5     28.00
WA711       0209   6     22.00
WA711       0209   7     20.00
WA711       0209   8     20.00
WA711       0209   9     14.00
WA711       0209  10     13.00
WA711       0209  11     11.00
WA711       0209  12     12.00
WA711       0209  13     14.00
WA711       0209  14     19.00
WA711       0209  15     21.00
WA711       0209  16     22.00
WA711       0209  17     25.00
WA711       0209  18     24.00
WA711       0209  19     21.00
WA711       0209  20     21.00
WA711       0209  21     19.00
WA711       0209  22     26.00
WA711       0209  23     28.00
WA711       0209  24     29.00
WA711       0209  25     20.00
WA711       0209  26      8.00
WA711       0209  27     11.00
WA711       0209  28     16.00
WA711       0309   1     24.00
WA711       0309   2     29.00
WA711       0309   3     25.00
WA711       0309   4     21.00
WA711       0309   5      9.00
WA711       0309   6      4.00
WA711       0309   7     16.00
WA711       0309   8     10.00
WA711       0309   9      6.00
WA711       0309  10     -6.00
WA711       0309  11      2.00
WA711       0309  12     10.00
WA711       0309  13     18.00
WA711       0309  14     26.00
WA711       0309  15     22.00
WA711       0309  16     22.00
WA711       0309  17     23.00
WA711       0309  18     18.00
WA711       0309  19     29.00
WA711       0309  20     27.00
WA711       0309  21     19.00
WA711       0309  22     25.00
WA711       0309  23     24.00
WA711       0309  24     24.00
WA711       0309  25     20.00
WA711       0309  26     18.00
WA711       0309  27     27.00
WA711       0309  28     24.00
WA711       0309  29     18.00
WA711       0309  30     17.00
WA711       0309  31     22.00
WA711       0409   1     18.00
WA711       0409   2     24.00
WA711       0409   3     25.00
WA711       0409   4     19.00
WA711       0409   5     24.00
WA711       0409   6     28.00
WA711       0409   7     33.00
WA711       0409   8     32.00
WA711       0409   9     30.00
WA711       0409  10     31.00
WA711       0409  11     29.00
WA711       0409  12     29.00
WA711       0409  13     26.00
WA711       0409  14     24.00
WA711       0409  15     28.00
WA711       0409  16     28.00
WA711       0409  17     31.00
WA711       0409  18     25.00
WA711       0409  19     33.00
WA711       0409  20     35.00
WA711       0409  21     37.00
WA711       0409  22     28.00
WA711       0409  23     25.00
WA711       0409  24     22.00
WA711       0409  25     28.00
WA711       0409  26     29.00
WA711       0409  27     30.00
WA711       0409  28     30.00
WA711       0409  29     29.00
WA711       0409  30     28.00
WA711       0509   1     31.00
WA711       0509   2     34.00
WA711       0509   3     31.00
WA711       0509   4     30.00
WA711       0509   5     31.00
WA711       0509   6     31.00
WA711       0509   7     30.00
WA711       0509   8     31.00
WA711       0509   9     31.00
WA711       0509  10     32.00
WA711       0509  11     32.00
WA711       0509  12     29.00
WA711       0509  13     26.00
WA711       0509  14     31.00
WA711       0509  15     29.00
WA711       0509  16     33.00
WA711       0509  17     40.00
WA711       0509  18     36.00
WA711       0509  19     32.00
WA711       0509  20     31.00
WA711       0509  21     30.00
WA711       0509  22     36.00
WA711       0509  23     37.00
WA711       0509  24     36.00
WA711       0509  25     36.00
WA711       0509  26     37.00
WA711       0509  27     35.00
WA711       0509  28     37.00
WA711       0509  29     41.00
WA711       0509  30     42.00
WA711       0509  31     40.00
WA711       0609   1     42.00
WA711       0609   2     42.00
WA711       0609   3     42.00
WA711       0609   4     45.00
WA711       0609   5     46.00
WA711       0609   6     42.00
WA711       0609   7     40.00
WA711       0609   8     40.00
WA711       0609   9     38.00
WA711       0609  10     40.00
WA711       0609  11     41.00
WA711       0609  12     43.00
WA711       0609  13     43.00
WA711       0609  14     42.00
WA711       0609  15     44.00
WA711       0609  16     44.00
WA711       0609  17     42.00
WA711       0609  18     41.00
WA711       0609  19     43.00
WA711       0609  20     40.00
WA711       0609  21     38.00
WA711       0609  22     34.00
WA711       0609  23     33.00
WA711       0609  24     44.00
WA711       0609  25     41.00
WA711       0609  26     39.00
WA711       0609  27     37.00
WA711       0609  28     42.00
WA711       0609  29     39.00
WA711       0609  30     38.00
WA711       0709   1     40.00
WA711       0709   2     46.00
WA711       0709   3     51.00
WA711       0709   4     50.00
WA711       0709   5     50.00
WA711       0709   6     43.00
WA711       0709   7     42.00
WA711       0709   8     42.00
WA711       0709   9     42.00
WA711       0709  10     42.00
WA711       0709  11     48.00
WA711       0709  12     49.00
WA711       0709  13     44.00
WA711       0709  14     44.00
WA711       0709  15     42.00
WA711       0709  16     48.00
WA711       0709  17     51.00
WA711       0709  18     49.00
WA711       0709  19     44.00
WA711       0709  20     47.00
WA711       0709  21     53.00
WA711       0709  22     52.00
WA711       0709  23     51.00
WA711       0709  24     50.00
WA711       0709  25     49.00
WA711       0709  26     50.00
WA711       0709  27     56.00
WA711       0709  28     58.00
WA711       0709  29     54.00
WA711       0709  30     53.00
WA711       0709  31     56.00
WA711       0809   1     57.00
WA711       0809   2     54.00
WA711       0809   3     54.00
WA711       0809   4     50.00
WA711       0809   5     49.00
WA711       0809   6     47.00
WA711       0809   7     47.00
WA711       0809   8     46.00
WA711       0809   9     48.00
WA711       0809  10     44.00
WA711       0809  11     44.00
WA711       0809  12     43.00
WA711       0809  13     42.00
WA711       0809  14     38.00
WA711       0809  15     42.00
WA711       0809  16     43.00
WA711       0809  17     46.00
WA711       0809  18     48.00
WA711       0809  19     52.00
WA711       0809  20     56.00
WA711       0809  21     45.00
WA711       0809  22     44.00
WA711       0809  23     40.00
WA711       0809  24     39.00
WA711       0809  25     43.00
WA711       0809  26     40.00
WA711       0809  27     47.00
WA711       0809  28     51.00
WA711       0809  29     49.00
WA711       0809  30     48.00
WA711       0809  31     52.00
WA711       0909   1     51.00
WA711       0909   2     48.00
WA711       0909   3     40.00
WA711       0909   4     40.00
WA711       0909   5     42.00
WA711       0909   6     38.00
WA711       0909   7     37.00
WA711       0909   8     37.00
WA711       0909   9     43.00
WA711       0909  10     42.00
WA711       0909  11     45.00
WA711       0909  12     47.00
WA711       0909  13     52.00
WA711       0909  14     49.00
WA711       0909  15     44.00
WA711       0909  16     46.00
WA711       0909  17     43.00
WA711       0909  18     44.00
WA711       0909  19     40.00
WA711       0909  20     38.00
WA711       0909  21     38.00
WA711       0909  22     45.00
WA711       0909  23     48.00
WA711       0909  24     45.00
WA711       0909  25     41.00
WA711       0909  26     38.00
WA711       0909  27     35.00
WA711       0909  28     37.00
WA711       0909  29     32.00
WA711       0909  30     30.00
WA711       1009   1     31.00
WA711       1009   2     33.00
WA711       1009   3     31.00
WA711       1009   4     32.00
WA711       1009   5     30.00
WA711       1009   6     33.00
WA711       1009   7     32.00
WA711       1009   8     30.00
WA711       1009   9     28.00
WA711       1009  10     23.00
WA711       1009  11     20.00
WA711       1009  12     21.00
WA711       1009  13     23.00
WA711       1009  14     32.00
WA711       1009  15     34.00
WA711       1009  16     37.00
WA711       1009  17     38.00
WA711       1009  18     36.00
WA711       1009  19     37.00
WA711       1009  20     34.00
WA711       1009  21     34.00
WA711       1009  22     33.00
WA711       1009  23     34.00
WA711       1009  24     29.00
WA711       1009  25     27.00
WA711       1009  26     29.00
WA711       1009  27     28.00
WA711       1009  28     27.00
WA711       1009  29     27.00
WA711       1009  30     35.00
WA711       1009  31     30.00
WA711       1109   1     29.00
WA711       1109   2     29.00
WA711       1109   3     26.00
WA711       1109   4     30.00
WA711       1109   5     32.00
WA711       1109   6     30.00
WA711       1109   7     29.00
WA711       1109   8     26.00
WA711       1109   9     29.00
WA711       1109  10     29.00
WA711       1109  11     21.00
WA711       1109  12     19.00
WA711       1109  13     21.00
WA711       1109  14     17.00
WA711       1109  15     24.00
WA711       1109  16     25.00
WA711       1109  17     24.00
WA711       1109  18     23.00
WA711       1109  19     27.00
WA711       1109  20     28.00
WA711       1109  21     25.00
WA711       1109  22     26.00
WA711       1109  23     24.00
WA711       1109  24     29.00
WA711       1109  25     30.00
WA711       1109  26     32.00
WA711       1109  27     26.00
WA711       1109  28     26.00
WA711       1109  29     31.00
WA711       1109  30     31.00
WA711       1209   1     15.00
WA711       1209   2     15.00
WA711       1209   3     16.00
WA711       1209   4     20.00
WA711       1209   5     14.00
WA711       1209   6      9.00
WA711       1209   7     -1.00
WA711       1209   8     -3.00
WA711       1209   9      2.00
WA711       1209  10      5.00
WA711       1209  11     11.00
WA711       1209  12     13.00
WA711       1209  13     16.00
WA711       1209  14     13.00
WA711       1209  15     14.00
WA711       1209  16     20.00
WA711       1209  17     28.00
WA711       1209  18     28.00
WA711       1209  19     30.00
WA711       1209  20     30.00
WA711       1209  21     25.00
WA711       1209  22     23.00
WA711       1209  23     18.00
WA711       1209  24     15.00
WA711       1209  25     11.00
WA711       1209  26     12.00
WA711       1209  27     17.00
WA711       1209  28     17.00
WA711       1209  29     16.00
WA711       1209  30     17.00
WA711       1209  31     20.00
WA711       0110   1     21.00
WA711       0110   2     27.00
WA711       0110   3     24.00
WA711       0110   4     26.00
WA711       0110   5     19.00
WA711       0110   6     13.00
WA711       0110   7     15.00
WA711       0110   8     16.00
WA711       0110   9     20.00
WA711       0110  10     20.00
WA711       0110  11     27.00
WA711       0110  12     31.00
WA711       0110  13     30.00
WA711       0110  14     29.00
WA711       0110  15     24.00
WA711       0110  16     18.00
WA711       0110  17     26.00
WA711       0110  18     28.00
WA711       0110  19     32.00
WA711       0110  20     31.00
WA711       0110  21     30.00
WA711       0110  22     26.00
WA711       0110  23     25.00
WA711       0110  24     21.00
WA711       0110  25     26.00
WA711       0110  26     23.00
WA711       0110  27     20.00
WA711       0110  28     26.00
WA711       0110  29     27.00
WA711       0110  30     30.00
WA711       0110  31     28.00
WA711       0210   1     23.00
WA711       0210   2     27.00
WA711       0210   3     26.00
WA711       0210   4     26.00
WA711       0210   5     27.00
WA711       0210   6     25.00
WA711       0210   7     25.00
WA711       0210   8     24.00
WA711       0210   9     20.00
WA711       0210  10     21.00
WA711       0210  11     27.00
WA711       0210  12     28.00
WA711       0210  13     29.00
WA711       0210  14     31.00
WA711       0210  15     25.00
WA711       0210  16     30.00
WA711       0210  17     24.00
WA711       0210  18     21.00
WA711       0210  19     20.00
WA711       0210  20     22.00
WA711       0210  21     20.00
WA711       0210  22     23.00
WA711       0210  23     23.00
WA711       0210  24     26.00
WA711       0210  25     27.00
WA711       0210  26     29.00
WA711       0210  27     30.00
WA711       0210  28     31.00
WA711       0310   1     32.00
WA711       0310   2     33.00
WA711       0310   3     32.00
WA711       0310   4     26.00
WA711       0310   5     25.00
WA711       0310   6     25.00
WA711       0310   7     25.00
WA711       0310   8     22.00
WA711       0310   9     14.00
WA711       0310  10     19.00
WA711       0310  11     25.00
WA711       0310  12     23.00
WA711       0310  13     19.00
WA711       0310  14     20.00
WA711       0310  15     30.00
WA711       0310  16     32.00
WA711       0310  17     22.00
WA711       0310  18     20.00
WA711       0310  19     21.00
WA711       0310  20     26.00
WA711       0310  21     31.00
WA711       0310  22     30.00
WA711       0310  23     27.00
WA711       0310  24     30.00
WA711       0310  25     32.00
WA711       0310  26     29.00
WA711       0310  27     25.00
WA711       0310  28     32.00
WA711       0310  29     26.00
WA711       0310  30     23.00
WA711       0310  31     22.00
WA711       0410   1     23.00
WA711       0410   2     24.00
WA711       0410   3     24.00
WA711       0410   4     20.00
WA711       0410   5     26.00
WA711       0410   6     25.00
WA711       0410   7     28.00
WA711       0410   8     22.00
WA711       0410   9     17.00
WA711       0410  10     15.00
WA711       0410  11     22.00
WA711       0410  12     29.00
WA711       0410  13     33.00
WA711       0410  14     33.00
WA711       0410  15     32.00
WA711       0410  16     34.00
WA711       0410  17     35.00
WA711       0410  18     32.00
WA711       0410  19     35.00
WA711       0410  20     36.00
WA711       0410  21     33.00
WA711       0410  22     30.00
WA711       0410  23     26.00
WA711       0410  24     28.00
WA711       0410  25     29.00
WA711       0410  26     31.00
WA711       0410  27     32.00
WA711       0410  28     31.00
WA711       0410  29     31.00
WA711       0410  30     32.00
WA711       0510   1     30.00
WA711       0510   2     31.00
WA711       0510   3     27.00
WA711       0510   4     26.00
WA711       0510   5     27.00
WA711       0510   6     30.00
WA711       0510   7     27.00
WA711       0510   8     27.00
WA711       0510   9     28.00
WA711       0510  10     33.00
WA711       0510  11     35.00
WA711       0510  12     35.00
WA711       0510  13     35.00
WA711       0510  14     36.00
WA711       0510  15     37.00
WA711       0510  16     40.00
WA711       0510  17     38.00
WA711       0510  18     33.00
WA711       0510  19     33.00
WA711       0510  20     30.00
WA711       0510  21     26.00
WA711       0510  22     32.00
WA711       0510  23     30.00
WA711       0510  24     32.00
WA711       0510  25     33.00
WA711       0510  26     36.00
WA711       0510  27     35.00
WA711       0510  28     35.00
WA711       0510  29     36.00
WA711       0510  30     35.00
WA711       0510  31     37.00
WA711       0610   1     37.00
WA711       0610   2     35.00
WA711       0610   3     33.00
WA711       0610   4     34.00
WA711       0610   5     33.00
WA711       0610   6     38.00
WA711       0610   7     36.00
WA711       0610   8     34.00
WA711       0610   9     38.00
WA711       0610  10     37.00
WA711       0610  11     38.00
WA711       0610  12     38.00
WA711       0610  13     38.00
WA711       0610  14     36.00
WA711       0610  15     34.00
WA711       0610  16     34.00
WA711       0610  17     36.00
WA711       0610  18     35.00
WA711       0610  19     39.00
WA711       0610  20     41.00
WA711       0610  21     40.00
WA711       0610  22     38.00
WA711       0610  23     44.00
WA711       0610  24     42.00
WA711       0610  25     42.00
WA711       0610  26     39.00
WA711       0610  27     40.00
WA711       0610  28     43.00
WA711       0610  29     39.00
WA711       0610  30     36.00
WA711       0710   1     38.00
WA711       0710   2     39.00
WA711       0710   3     39.00
WA711       0710   4     41.00
WA711       0710   5     40.00
WA711       0710   6     39.00
WA711       0710   7     47.00
WA711       0710   8     51.00
WA711       0710   9     53.00
WA711       0710  10     54.00
WA711       0710  11     50.00
WA711       0710  12     40.00
WA711       0710  13     38.00
WA711       0710  14     38.00
WA711       0710  15     46.00
WA711       0710  16     44.00
WA711       0710  17     47.00
WA711       0710  18     47.00
WA711       0710  19     42.00
WA711       0710  20     48.00
WA711       0710  21     47.00
WA711       0710  22     46.00
WA711       0710  23     46.00
WA711       0710  24     49.00
WA711       0710  25     50.00
WA711       0710  26     48.00
WA711       0710  27     52.00
WA711       0710  28     53.00
WA711       0710  29     49.00
WA711       0710  30     48.00
WA711       0710  31     47.00
WA711       0810   1     47.00
WA711       0810   2     47.00
WA711       0810   3     51.00
WA711       0810   4     49.00
WA711       0810   5     51.00
WA711       0810   6     50.00
WA711       0810   7     49.00
WA711       0810   8     49.00
WA711       0810   9     47.00
WA711       0810  10     44.00
WA711       0810  11     42.00
WA711       0810  12     49.00
WA711       0810  13     46.00
WA711       0810  14     50.00
WA711       0810  15     51.00
WA711       0810  16     54.00
WA711       0810  17     53.00
WA711       0810  18     49.00
WA711       0810  19     43.00
WA711       0810  20     39.00
WA711       0810  21     42.00
WA711       0810  22     40.00
WA711       0810  23     36.00
WA711       0810  24     43.00
WA711       0810  25     48.00
WA711       0810  26     39.00
WA711       0810  27     38.00
WA711       0810  28     37.00
WA711       0810  29     37.00
WA711       0810  30     40.00
WA711       0810  31     40.00
WA711       0910   1     39.00
WA711       0910   2     36.00
WA711       0910   3     44.00
WA711       0910   4     39.00
WA711       0910   5     39.00
WA711       0910   6     38.00
WA711       0910   7     41.00
WA711       0910   8     41.00
WA711       0910   9     41.00
WA711       0910  10     40.00
WA711       0910  11     40.00
WA711       0910  12     42.00
WA711       0910  13     44.00
WA711       0910  14     43.00
WA711       0910  15     44.00
WA711       0910  16     47.00
WA711       0910  17     47.00
WA711       0910  18     48.00
WA711       0910  19     42.00
WA711       0910  20     38.00
WA711       0910  21     36.00
WA711       0910  22     33.00
WA711       0910  23     37.00
WA711       0910  24     35.00
WA711       0910  25     39.00
WA711       0910  26     47.00
WA711       0910  27     45.00
WA711       0910  28     42.00
WA711       0910  29     35.00
WA711       0910  30     42.00
WA711       1010   1     45.00
WA711       1010   2     42.00
WA711       1010   3     43.00
WA711       1010   4     37.00
WA711       1010   5     36.00
WA711       1010   6     38.00
WA711       1010   7     40.00
WA711       1010   8     42.00
WA711       1010   9     43.00
WA711       1010  10     34.00
WA711       1010  11     34.00
WA711       1010  12     34.00
WA711       1010  13     36.00
WA711       1010  14     35.00
WA711       1010  15     30.00
WA711       1010  16     29.00
WA711       1010  17     30.00
WA711       1010  18     35.00
WA711       1010  19     36.00
WA711       1010  20     38.00
WA711       1010  21     36.00
WA711       1010  22     35.00
WA711       1010  23     34.00
WA711       1010  24     32.00
WA711       1010  25     32.00
WA711       1010  26     31.00
WA711       1010  27     31.00
WA711       1010  28     33.00
WA711       1010  29     32.00
WA711       1010  30     32.00
WA711       1010  31     32.00
WA711       1110   1     32.00
WA711       1110   2     32.00
WA711       1110   3     32.00
WA711       1110   4     33.00
WA711       1110   5     36.00
WA711       1110   6     38.00
WA711       1110   7     31.00
WA711       1110   8     25.00
WA711       1110   9     25.00
WA711       1110  10     26.00
WA711       1110  11     25.00
WA711       1110  12     29.00
WA711       1110  13     29.00
WA711       1110  14     34.00
WA711       1110  15     32.00
WA711       1110  16     31.00
WA711       1110  17     28.00
WA711       1110  18     20.00
WA711       1110  19     20.00
WA711       1110  20     13.00
WA711       1110  21      6.00
WA711       1110  22     -1.00
WA711       1110  23     -9.00
WA711       1110  24     -5.00
WA711       1110  25     10.00
WA711       1110  26     11.00
WA711       1110  27     16.00
WA711       1110  28     15.00
WA711       1110  29     14.00
WA711       1110  30     17.00
WA711       1210   1     22.00
WA711       1210   2     18.00
WA711       1210   3     18.00
WA711       1210   4     13.00
WA711       1210   5     20.00
WA711       1210   6     25.00
WA711       1210   7     25.00
WA711       1210   8     26.00
WA711       1210   9     26.00
WA711       1210  10     24.00
WA711       1210  11     23.00
WA711       1210  12     25.00
WA711       1210  13     30.00
WA711       1210  14     24.00
WA711       1210  15     19.00
